,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,ZIP_CODES,LOG_PRICE,LOG_SQFT,PRICE_CAT,GEO_POINTS,BOROUGH,COMMUNITY_DISTRICT,NEIGHBORHOOD
83,Brokered by Brown Harris Stevens - 1926 Broadway,Condo,5750000,3,2.0,2223.0,250 E 21st St Unit 12B,"Manhattan, NY 10010","250 E 21st St Unit 12BManhattan, NY 10010",New York,New York County,New York,Manhattan,250,"250 E 21st St #12b, New York, NY 10010, USA",40.736608,-73.9822819,10010,6.7596678446896306,3.3469394626989906,4,POINT (-73.9822819 40.736608),Manhattan,106,Gramercy Park and Murray Hill
85,Brokered by Charles Rutenberg Realty Inc,Others,950000,6,2.0,3384.0,254-06 Craft Ave Unit 2,"Jamaica, NY 11422","254-06 Craft Ave Unit 2Jamaica, NY 11422",New York,Queens County,Queens,Jamaica,254-06,"254-06 Craft Ave #2, Jamaica, NY 11422, USA",40.6499031,-73.7354706,11422,5.977723605288848,3.529430354366986,3,POINT (-73.7354706 40.6499031),Queens,413,Southeast Queens
86,Brokered by Keller Williams Realty Empire,House,585000,3,2.0,1100.0,192 Colfax Ave,"Staten Island, NY 10306","192 Colfax AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Colfax Avenue,"192 Colfax Ave, Staten Island, NY 10306, USA",40.5784263,-74.105437,10306,5.76715586608218,3.041392685158225,3,POINT (-74.10543699999999 40.5784263),Staten Island,502,South Shore
88,"Brokered by Tom Marco Real Estate, Inc.",House,595000,3,1.0,1316.0,1509 E 48th St,"Brooklyn, NY 11234","1509 E 48th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 48th Street,"1509 E 48th St, Brooklyn, NY 11234, USA",40.6239146,-73.9291226,11234,5.77451696572855,3.1192558892779365,3,POINT (-73.9291226 40.6239146),Brooklyn,318,Canarsie and Flatlands
89,Brokered by Engel & Volkers Brownstone Brooklyn,Condo,215000,1,1.0,625.0,195 Prince St Unit 1LL,"New York, NY 10012","195 Prince St Unit 1LLNew York, NY 10012",New York,New York County,New York,Manhattan,195,"195 Prince St #1r, New York, NY 10012, USA",40.7267732,-74.002538,10012,5.332438459915605,2.7958800173440754,3,POINT (-74.002538 40.7267732),Manhattan,102,Greenwich Village and Soho
90,Built by Toll Brothers,Others,950000,1,1.0,621.0,The Rockwell # 3A,"New York, NY 10025","The Rockwell # 3ANew York, NY 10025",United States,New York,New York County,New York,West 103rd Street,"218 W 103rd St, New York, NY 10025, USA",40.7986579,-73.9679035,10025,5.977723605288848,2.79309160017658,3,POINT (-73.96790350000001 40.7986579),Manhattan,107,Upper West Side
91,Brokered by Sowae Corp,House,314000,3,1.0,1572.0,850 E 39th St,"Brooklyn, NY 11210","850 E 39th StBrooklyn, NY 11210",United States,New York,Kings County,Brooklyn,East 39th Street,"850 E 39th St, Brooklyn, NY 11210, USA",40.6362368,-73.939679,11210,5.496929648073215,3.196452541703389,3,POINT (-73.939679 40.6362368),Brooklyn,317,Flatbush
92,Brokered by Brown Harris Stevens,Condo,395000,5,1.0,1000.0,110 E 71st St Unit Medical,"Manhattan, NY 10021","110 E 71st St Unit MedicalManhattan, NY 10021",United States,New York,New York County,New York,East 71st Street,"110 E 71st St, New York, NY 10021, USA",40.7700395,-73.9638872,10021,5.596597095626461,3.0,3,POINT (-73.9638872 40.7700395),Manhattan,108,Upper East Side
94,Brokered by EXP Realty,Multi-family home,790000,6,3.0,2520.0,78 Mountainview Ave,"Staten Island, NY 10314","78 Mountainview AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Mountainview Avenue,"78 Mountainview Ave, Staten Island, NY 10314, USA",40.6105856,-74.1268175,10314,5.897627091290442,3.401400540781544,3,POINT (-74.1268175 40.6105856),Staten Island,501,Mid-Island
95,Brokered by STROFFOLINO REALTY LLC,Co-op,539000,2,2.0,1100.0,9425 Shore Rd Apt 4F,"Brooklyn, NY 11209","9425 Shore Rd Apt 4FBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9425,"9425 Shore Rd #4f, Brooklyn, NY 11209, USA",40.6170731,-74.0383836,11209,5.731588765186738,3.041392685158225,3,POINT (-74.0383836 40.6170731),Brooklyn,310,Southwest Brooklyn
96,Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op,1295000,4,2.0,1995.0,2501 Palisade Ave Apt H2,"Bronx, NY 10463","2501 Palisade Ave Apt H2Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2501,"2501 Palisade Ave #2, Bronx, NY 10463, USA",40.8809873,-73.9224337,10463,6.112269768417271,3.299942900022767,4,POINT (-73.9224337 40.8809873),Bronx,208,Kingsbridge and Riverdale
98,Brokered by Americas Real Estate Advisors,House,400000,7,3.0,2385.0,340 E 234th St,"Bronx, NY 10470","340 E 234th StBronx, NY 10470",United States,New York,Bronx County,The Bronx,East 234th Street,"340 E 234th St, Bronx, NY 10470, USA",40.8969146,-73.8654984,10470,5.6020599913279625,3.3774883833761327,3,POINT (-73.86549840000001 40.8969146),Bronx,212,Northeast Bronx
99,Brokered by Douglas Elliman - 575 Madison Ave,House,55000000,8,8.0,12000.0,25 Riverside Dr,"New York, NY 10023","25 Riverside DrNew York, NY 10023",United States,New York,New York County,New York,Riverside Drive,"25 Riverside Dr, New York, NY 10023, USA",40.782238,-73.9846322,10023,7.740362689494244,4.079181246047625,5,POINT (-73.98463219999999 40.782238),Manhattan,107,Upper West Side
100,Brokered by Brown Harris Stevens,Co-op,280000,1,1.0,1000.0,8015 6th Ave Apt A1,"Brooklyn, NY 11209","8015 6th Ave Apt A1Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,8015,"8015 6th Ave Apt A1, Brooklyn, NY 11209, USA",40.6241766,-74.0216837,11209,5.447158031342219,3.0,3,POINT (-74.0216837 40.6241766),Brooklyn,310,Southwest Brooklyn
101,Brokered by Top Choice Realty LLC,House,899000,3,2.0,1440.0,40 Adelphi Ave,"Staten Island, NY 10309","40 Adelphi AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Adelphi Avenue,"40 Adelphi Ave, Staten Island, NY 10309, USA",40.5159004,-74.2314825,10309,5.953759691733229,3.1583624920952498,3,POINT (-74.2314825 40.5159004),Staten Island,503,South Shore
102,Built by Toll Brothers,Others,2280000,2,2.0,1400.0,The Rockwell # 6E,"New York, NY 10025","The Rockwell # 6ENew York, NY 10025",United States,New York,New York County,New York,West 103rd Street,"218 W 103rd St, New York, NY 10025, USA",40.7986579,-73.9679035,10025,6.357934847000454,3.146128035678238,4,POINT (-73.96790350000001 40.7986579),Manhattan,107,Upper West Side
105,Brokered by AmeriHomes Realty,House,1495000,4,2.0,3000.0,31 4th Ct,"Staten Island, NY 10312","31 4th CtStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,4 Court,"31 4 Ct, Staten Island, NY 10312, USA",40.5247627,-74.1681035,10312,6.174641192660449,3.4771212547196626,4,POINT (-74.1681035 40.5247627),Staten Island,503,South Shore
106,Brokered by Douglas Elliman - 187 Seventh Ave,House,3950000,5,2.0,3528.0,591 4th St,"Brooklyn, NY 11215","591 4th StBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,4th Street,"591 4th St, Brooklyn, NY 11215, USA",40.6680619,-73.9748375,11215,6.596597095626461,3.547528576459782,4,POINT (-73.97483750000001 40.6680619),Brooklyn,306,Northwest Brooklyn
107,Brokered by Avenues - Headquarters,Condo,325000,2,1.0,979.0,122 E 102nd St Apt 5B,"New York, NY 10029","122 E 102nd St Apt 5BNew York, NY 10029",New York,New York County,New York,Manhattan,122,"122 E 102nd St #5b, New York, NY 10029, USA",40.7897507,-73.9487257,10029,5.511883360978874,2.9907826918031377,3,POINT (-73.9487257 40.7897507),Manhattan,111,East Harlem
109,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse,2695000,6,5.0,4720.0,327 Convent Ave,"New York, NY 10031","327 Convent AveNew York, NY 10031",United States,New York,New York County,New York,Convent Avenue,"327 Convent Ave, New York, NY 10031, USA",40.8235127,-73.9467514,10031,6.430558769522757,3.673941998634088,4,POINT (-73.9467514 40.8235127),Manhattan,109,Inwood and Washington Heights
110,NoBroker,Others,4800000,6,2.0,3958.0,1151 83rd St,"Brooklyn, NY 11228","1151 83rd StBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,83rd Street,"1151 83rd St, Brooklyn, NY 11228, USA",40.6178184,-74.0151165,11228,6.681241237375588,3.5974757898703773,4,POINT (-74.0151165 40.6178184),Brooklyn,310,Southwest Brooklyn
111,Brokered by Compass Realty Central Inc.,House,694000,3,3.0,1360.0,364 Armstrong Ave,"Staten Island, NY 10308","364 Armstrong AveStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Armstrong Avenue,"364 Armstrong Ave, Staten Island, NY 10308, USA",40.5423126,-74.1555672,10308,5.841359470454855,3.1335389083702174,3,POINT (-74.15556719999999 40.5423126),Staten Island,503,South Shore
112,Brokered by Douglas Elliman - 3544 Johnson Ave,House,688888,4,2.0,2846.0,761 S Oak Dr,"Bronx, NY 10467","761 S Oak DrBronx, NY 10467",United States,New York,Bronx County,The Bronx,South Oak Drive,"761 S Oak Dr, Bronx, NY 10467, USA",40.8726182,-73.8651768,10467,5.838148619678591,3.4542348957482654,3,POINT (-73.8651768 40.8726182),Bronx,212,Bronx Park and Fordham
113,Brokered by Sowae Corp,House,400000,4,2.0,1980.0,781 Sheperd Ave,"Brooklyn, NY 11208","781 Sheperd AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Shepherd Avenue,"781 Shepherd Ave, Brooklyn, NY 11208, USA",40.665357,-73.8770867,11208,5.6020599913279625,3.296665190261531,3,POINT (-73.87708670000001 40.665357),Brooklyn,305,East New York and New Lots
115,Brokered by Sowae Corp,House,400000,4,2.0,1980.0,781 Sheperd Ave,"Brooklyn, NY 11208","781 Sheperd AveBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Shepherd Avenue,"781 Shepherd Ave, Brooklyn, NY 11208, USA",40.665357,-73.8770867,11208,5.6020599913279625,3.296665190261531,3,POINT (-73.87708670000001 40.665357),Brooklyn,305,East New York and New Lots
118,Brokered by Winzone Realty Inc,House,319000,3,2.0,1224.0,57 Neutral Ave,"Staten Island, NY 10306","57 Neutral AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Neutral Avenue,"57 Neutral Ave, Staten Island, NY 10306, USA",40.5604695,-74.1018925,10306,5.503790683057181,3.087781417809542,3,POINT (-74.10189250000001 40.5604695),Staten Island,502,South Shore
120,Brokered by Exp Realty,House,1100000,9,4.0,3276.0,421 W 154th St,"New York, NY 10032","421 W 154th StNew York, NY 10032",United States,New York,New York County,New York,West 154th Street,"421 W 154th St, New York, NY 10032, USA",40.8307115,-73.9424229,10032,6.041392685158225,3.5153438930883807,4,POINT (-73.9424229 40.8307115),Manhattan,109,Inwood and Washington Heights
122,Brokered by Keller Williams Realty Liberty,House,650000,3,2.0,1522.0,237-14 93rd Rd,"Bellerose, NY 11426","237-14 93rd RdBellerose, NY 11426",United States,New York,Queens County,Queens,93rd Road,"237-14 93rd Rd, Jamaica, NY 11426, USA",40.723245,-73.7293286,11426,5.812913356642856,3.182414652434554,3,POINT (-73.7293286 40.723245),Queens,413,Southeast Queens
123,Brokered by Rise Realty,House,799000,4,2.0,1975.0,604 Lamont Ave,"Staten Island, NY 10312","604 Lamont AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Lamont Avenue,"604 Lamont Ave, Staten Island, NY 10312, USA",40.5387812,-74.193378,10312,5.902546779313991,3.295567099962479,3,POINT (-74.193378 40.5387812),Staten Island,503,South Shore
124,Brokered by Berkshire Hathaway HomeServices New York Properties - Eastchester,Co-op,259000,3,2.0,1089.0,7E Edgewater Park Unit E,"Bronx, NY 10465","7E Edgewater Park Unit EBronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"7C Edgewater Park, Bronx, NY 10465, USA",40.8246371,-73.8072061,10465,5.413299764081252,3.037027879755775,3,POINT (-73.8072061 40.8246371),Bronx,210,Southeast Bronx
125,Brokered by DiTommaso Real Estate,House,1195000,4,4.0,2704.0,52 Indale Ave,"Staten Island, NY 10309","52 Indale AveStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Indale Avenue,"52 Indale Ave, Staten Island, NY 10309, USA",40.5143019,-74.2044734,10309,6.077367905284157,3.4320066872695985,4,POINT (-74.2044734 40.5143019),Staten Island,503,South Shore
126,Brokered by Serhant,Condo,17500000,5,6.0,5499.0,37 Warren St Unit Phcd,"New York, NY 10007","37 Warren St Unit PhcdNew York, NY 10007",United States,New York,New York County,New York,Warren Street,"37 Warren St, New York, NY 10007, USA",40.7143354,-74.0087443,10007,7.243038048686294,3.7402837196818792,5,POINT (-74.0087443 40.7143354),Manhattan,101,Lower Manhattan
127,Brokered by Salmon Realty Group,Condo,189000,2,2.0,966.0,20 Cliff St Apt 6D,"Staten Island, NY 10305","20 Cliff St Apt 6DStaten Island, NY 10305",New York,Richmond County,Staten Island,Shore Acres,20,"20 Cliff St #6b, Staten Island, NY 10305, USA",40.6109595,-74.060351,10305,5.276461804173244,2.9849771264154934,3,POINT (-74.060351 40.6109595),Staten Island,501,Stapleton and St. George
128,Brokered by Midas Realty,Condo,759000,3,2.0,1200.0,206-04 Emily Rd Unit 37M,"Bayside, NY 11360","206-04 Emily Rd Unit 37MBayside, NY 11360",New York,Queens County,Queens,Bayside,206-4,"206-4 Emily Rd #37, Bayside, NY 11360, USA",40.7881763,-73.7877051,11360,5.88024177589548,3.0791812460476247,3,POINT (-73.7877051 40.7881763),Queens,407,North Queens
130,Brokered by COMPASS,Condo,499000,1,1.0,630.0,157 E 72nd St Apt 8I,"Manhattan, NY 10021","157 E 72nd St Apt 8IManhattan, NY 10021",New York,New York County,New York,Manhattan,157,"157 E 72nd St #8i, New York, NY 10021, USA",40.7702318,-73.9610161,10021,5.69810054562339,2.7993405494535817,3,POINT (-73.96101609999999 40.7702318),Manhattan,108,Upper East Side
132,Brokered by Utopia Real Estate,Co-op,69900,2,1.0,700.0,61 Edgewater Park Unit B,"Bronx, NY 10465","61 Edgewater Park Unit BBronx, NY 10465",United States,New York,Bronx County,The Bronx,Edgewater Park,"61 Edgewater Park, Bronx, NY 10465, USA",40.8224987,-73.8111568,10465,4.8444771757456815,2.845098040014257,2,POINT (-73.81115680000001 40.8224987),Bronx,210,Southeast Bronx
133,Brokered by Rock Realty Inc,Multi-family home,1150000,12,6.0,5508.0,32-40 48 St,"Astoria, NY 11103","32-40 48 StAstoria, NY 11103",United States,New York,Queens County,Queens,48th Street,"32-40 48th St, Long Island City, NY 11103, USA",40.755049,-73.9136386,11103,6.060697840353612,3.740993931584886,4,POINT (-73.9136386 40.755049),Queens,401,Northwest Queens
134,"Brokered by Island Advantage Rlty, Llc",Others,1749900,5,4.0,3740.0,517 W 142nd St,"New York, NY 10031","517 W 142nd StNew York, NY 10031",United States,New York,New York County,New York,West 142nd Street,"517 W 142nd St, New York, NY 10031, USA",40.824015,-73.9502067,10031,6.2430132311496775,3.5728716022004803,4,POINT (-73.9502067 40.824015),Manhattan,109,Inwood and Washington Heights
135,Brokered by Charles H. Greenthal Property,Co-op,1399000,3,4.0,1993.0,269-10 Grand Central Pkwy Unit 21W,"Floral Park, NY 11005","269-10 Grand Central Pkwy Unit 21WFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy Apt 21n, Queens, NY 11005, USA",40.7566899,-73.72075,11005,6.145817714491828,3.2995072987004876,4,POINT (-73.72075 40.7566899),Queens,413,Southeast Queens
136,Brokered by Douglas Elliman - Roslyn,Condo,649000,3,2.0,1182.0,163-04 71st Ave Unit 122,"Fresh Meadows, NY 11365","163-04 71st Ave Unit 122Fresh Meadows, NY 11365",New York,Queens County,Queens,Fresh Meadows,163-4,"163-4 71st Ave #122, Fresh Meadows, NY 11365, USA",40.7302938,-73.8059248,11365,5.812244696800369,3.0726174765452368,3,POINT (-73.8059248 40.7302938),Queens,408,Central Queens
137,Brokered by WW Realty Group Inc,House,499000,5,2.0,1760.0,2774 Marion Ave,"Bronx, NY 10458","2774 Marion AveBronx, NY 10458",United States,New York,Bronx County,The Bronx,Marion Avenue,"2774 Marion Ave, Bronx, NY 10458, USA",40.8663864,-73.8878945,10458,5.69810054562339,3.24551266781415,3,POINT (-73.8878945 40.8663864),Bronx,207,Bronx Park and Fordham
138,Brokered by Julia B. Fee Sotheby's International Realty,Multi-family home,1050000,5,4.0,3132.0,2818 Miles Ave,"Bronx, NY 10465","2818 Miles AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Miles Avenue,"2818 Miles Ave, Bronx, NY 10465, USA",40.8176549,-73.8197053,10465,6.021189299069938,3.495821753385906,4,POINT (-73.8197053 40.8176549),Bronx,210,Southeast Bronx
139,Brokered by COMPASS,Townhouse,5000000,10,9.0,6425.0,137 W 80th St,"Manhattan, NY 10024","137 W 80th StManhattan, NY 10024",United States,New York,New York County,New York,West 80th Street,"137 W 80th St, New York, NY 10024, USA",40.7832598,-73.976047,10024,6.698970004336019,3.807873132003332,4,POINT (-73.97604699999999 40.7832598),Manhattan,107,Upper West Side
140,Brokered by HOT HOMES REALTY LLC.,Others,90000,1,1.0,660.0,16 Mapleton Ave,"Staten Island, NY 10306","16 Mapleton AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Mapleton Avenue,"16 Mapleton Ave, Staten Island, NY 10306, USA",40.574451,-74.0929448,10306,4.954242509439325,2.8195439355418688,2,POINT (-74.0929448 40.574451),Staten Island,502,South Shore
141,Brokered by Douglas Elliman - 575 Madison Ave,House,56000000,11,10.0,24000.0,9 W 54th St,"New York, NY 10019","9 W 54th StNew York, NY 10019",United States,New York,New York County,New York,West 54th Street,"9 W 54th St, New York, NY 10019, USA",40.7616,-73.9761913,10019,7.748188027006201,4.380211241711606,5,POINT (-73.9761913 40.7616),Manhattan,105,Chelsea and Clinton
142,Brokered by Exp Realty,Townhouse,650000,3,2.0,1638.0,1544 Ohm Ave,"Bronx, NY 10465","1544 Ohm AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Ohm Avenue,"1544 Ohm Ave, Bronx, NY 10465, USA",40.8454501,-73.8209766,10465,5.812913356642856,3.2143138974244,3,POINT (-73.82097659999999 40.8454501),Bronx,210,Southeast Bronx
143,Brokered by Douglas Elliman - 575 Madison Ave,Condo,500000,4,3.0,1794.0,251 W 89th St Apt 6E,"New York, NY 10024","251 W 89th St Apt 6ENew York, NY 10024",New York,New York County,New York,Manhattan,251,"251 W 89th St #6e, New York, NY 10024, USA",40.7905714,-73.9753392,10024,5.698970004336019,3.2538224387080734,3,POINT (-73.97533919999999 40.7905714),Manhattan,107,Upper West Side
144,Brokered by Real Estate Property Group LLC,House,350000,2,1.0,490.0,750 Patterson Ave,"Staten Island, NY 10306","750 Patterson AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Patterson Avenue,"750 Patterson Ave, Staten Island, NY 10306, USA",40.5731273,-74.089182,10306,5.544068044350276,2.690196080028514,3,POINT (-74.08918199999999 40.5731273),Staten Island,502,South Shore
146,Brokered by RE MAX Boutique Realty,Co-op,90000,1,1.0,450.0,1383 Plimpton Ave Apt 1C,"Bronx, NY 10452","1383 Plimpton Ave Apt 1CBronx, NY 10452",New York,Bronx County,The Bronx,Highbridge,1383,"1383 Plimpton Ave #1c, Bronx, NY 10452, USA",40.8423705,-73.9234444,10452,4.954242509439325,2.6532125137753435,2,POINT (-73.92344439999999 40.8423705),Bronx,204,High Bridge and Morrisania
152,Built by Toll Brothers,Others,1740000,2,2.0,1132.0,The Rockwell # 6H,"New York, NY 10025","The Rockwell # 6HNew York, NY 10025",United States,New York,New York County,New York,West 103rd Street,"218 W 103rd St, New York, NY 10025, USA",40.7986579,-73.9679035,10025,6.2405492482825995,3.0538464268522527,4,POINT (-73.96790350000001 40.7986579),Manhattan,107,Upper West Side
153,Brokered by Epiphany Realty Llc,House,650000,4,2.0,2244.0,115115 220th St,"Cambria Heights, NY 11411","115115 220th StCambria Heights, NY 11411",United States,New York,Queens County,Queens,220th Street,"115- 115 220th St, Cambria Heights, NY 11411, USA",40.6968706,-73.7390395,11411,5.812913356642856,3.3510228525841237,3,POINT (-73.7390395 40.6968706),Queens,413,Southeast Queens
